# Vocabulaire des themes appris sur le corpus (corpus.ApprendreThemes) : ne pas modifier a la main.
# langue	theme	racine	poids
en	jeux_video	grandmoth	2.83
en	droit	grant	2.29
en	donnees_ia	graph	1.91
en	maths	graph	2.05
en	programmation	graph	1.30
en	images_ia	graphic	3.74
en	philosophie_religion	graphical	3.42
en	sciences	graphit	4.95
en	fiction	grappl	3.97
en	jeux_video	gras	1.90
en	redaction_pro	grateful	2.12
en	redaction_pro	gratitud	2.95
en	droit	gravely	4.21
en	sciences	gravitational	3.70
en	sciences	gravity	2.96
en	images_ia	gray	1.42
en	sciences	gray	1.52
en	cuisine	greas	4.67
en	redaction_pro	greatly	2.71
en	sciences	greatly	1.19
en	histoire_societe	greec	3.75
en	cuisine	greek	1.19
en	histoire_societe	greek	1.96
en	langues_traduction	greek	1.40
en	philosophie_religion	greek	2.78
en	sciences	greenhous	3.61
en	relations_psychologie	greet	1.62
en	redaction_pro	greeting	3.23
en	images_ia	greg	3.56
en	programmation	grep	4.55
en	fiction	grew	3.44
en	images_ia	grey	1.26
en	donnees_ia	grid	1.30
en	programmation	grid	1.37
en	web	grid	1.47
en	cuisine	grill	4.45
en	fiction	grim	3.97
en	fiction	grimly	5.37
en	fiction	grin	4.98
en	fiction	grinn	5.96
en	fiction	grip	3.87
en	fiction	gripp	3.53
en	fiction	groan	4.75
en	cuisine	grocery	2.80
en	sport_nutrition	grocery	2.26
en	animaux	groom	3.35
en	finance	gros	2.78
en	fiction	ground	2.28
en	fiction	grow	2.18
en	finance	growth	1.78
en	marketing_business	growth	2.07
en	fiction	grumpy	3.89
en	fiction	grunt	5.46
en	jeux_video	gta	6.59
en	droit	guarante	1.41
en	marketing_business	guarante	1.47
en	fiction	guard	3.32
en	redaction_pro	guest	1.34
en	voyage	guest	1.22
en	jeux_video	gui	2.03
en	programmation	gui	2.86
en	voyage	guid	3.17
en	droit	guidanc	1.64
en	redaction_pro	guidanc	1.55
en	droit	guidelin	1.78
en	droit	guilt	2.26
en	droit	guilty	3.13
en	musique	guitar	5.92
en	musique	guitarist	5.95
en	histoire_societe	gun	1.12
en	fiction	gunk	6.28
en	sante	gut	2.73
en	fiction	guy	3.35
en	sport_nutrition	gym	4.87
en	fiction	gymnast	5.37
en	sport_nutrition	gymnastic	5.37
en	maths	h2o	3.85
en	sante	habit	1.13
en	sciences	habitabl	4.46
en	jeux_video	hack	1.47
en	fiction	had	2.33
en	philosophie_religion	hadith	6.36
en	fiction	hadn	3.76
en	poesie_paroles	haiku	6.76
en	fiction	hair	3.02
en	fiction	half	2.25
en	fiction	hallway	4.29
en	cuisine	ham	3.20
en	cuisine	hamburg	2.99
en	animaux	hamm	3.58
en	histoire_societe	han	3.37
en	fiction	hand	2.57
en	jeux_video	handheld	5.08
en	programmation	handl	1.41
en	fiction	handshak	3.48
en	fiction	handsom	3.76
en	fiction	hang	3.11
en	web	hank	3.05
en	animaux	hannah	3.25
en	fiction	happen	2.22
en	fiction	happily	4.42
en	fiction	happines	2.82
en	relations_psychologie	happines	1.48
en	fiction	happy	2.25
en	redaction_pro	happy	1.31
en	relations_psychologie	happy	1.26
en	droit	harassment	3.56
en	musique	hardcor	3.46
en	fiction	hardly	3.88
en	informatique_materiel	hardwar	2.72
en	web	harem	3.01
en	droit	harm	1.40
en	philosophie_religion	harm	1.55
en	sante	harm	1.45
en	fiction	harmful	3.05
en	musique	harmony	2.26
en	fiction	harry	3.34
en	fiction	harsh	3.17
en	education	harvard	2.70
en	programmation	hash	1.44
en	web	hash	3.04
en	programmation	hashmap	6.10
en	cinema_series	hashtag	1.38
en	marketing_business	hashtag	3.45
en	fiction	hasn	3.14
en	fiction	hat	2.73
en	fiction	hated	5.12
en	fiction	haunt	3.59
en	redaction_pro	haven	1.57
en	fiction	having	2.13
en	voyage	hawaii	3.55
en	sciences	haz	4.90
en	sante	hazard	3.17
en	voyage	hazbin	3.81
en	web	head	1.60
en	sante	headach	3.24
en	marketing_business	heading	2.14
en	web	heading	1.44
en	emploi_carriere	headlin	1.67
en	marketing_business	headlin	1.77
en	philosophie_religion	heal	1.31
en	sante	heal	1.29
en	sante	health	4.29
en	sante	healthcar	3.31
en	cuisine	healthy	2.23
en	relations_psychologie	healthy	1.13
en	sante	healthy	2.22
en	sport_nutrition	healthy	2.04
en	fiction	hear	2.48
en	redaction_pro	hear	1.04
en	fiction	heard	2.44
en	fiction	heart	2.25
en	sante	heart	1.27
en	cuisine	heat	1.94
en	sciences	heat	1.89
en	sport_nutrition	heat	1.00
en	philosophie_religion	heaven	3.63
en	langues_traduction	hebrew	3.09
en	philosophie_religion	hebrew	3.27
en	finance	hedg	3.89
en	web	hedgehog	2.32
en	fiction	heel	4.93
en	sport_nutrition	height	1.18
en	web	height	2.25
en	fiction	heires	4.44
en	droit	held	1.73
en	sciences	helium	6.01
en	philosophie_religion	hell	2.76
en	animaux	helli	6.08
en	redaction_pro	hello	1.08
en	philosophie_religion	helpful	1.97
en	fiction	helples	4.62
en	sante	hemodialysi	6.73
en	redaction_pro	henc	1.61
en	sport_nutrition	hepatic	4.79
en	fiction	her	2.18
en	cuisine	herb	3.85
en	droit	hereby	3.32
en	fiction	hero	3.10
en	fiction	heroic	3.53
en	fiction	herself	5.24
en	philosophie_religion	hesitat	2.12
en	redaction_pro	hesitat	3.17
en	programmation	hex	2.02
en	sciences	hex	2.94
en	relations_psychologie	hey	1.12
en	fiction	hid	2.57
en	web	hidden	1.17
en	fiction	hiding	4.99
en	donnees_ia	hierarchical	4.99
en	images_ia	highly	1.12
en	voyage	hiking	2.62
en	fiction	hilda	6.03
en	fiction	him	3.26
en	fiction	himself	3.99
en	web	hinata	3.77
en	langues_traduction	hindi	2.57
en	philosophie_religion	hindu	4.15
en	maths	hint	1.20
en	musique	hip	2.16
en	emploi_carriere	hir	1.83
en	emploi_carriere	hiring	3.84
en	fiction	his	2.80
en	histoire_societe	historian	3.73
en	histoire_societe	historical	3.89
en	histoire_societe	history	3.89
en	histoire_societe	hitl	3.50
en	sante	hiv	2.50
en	fiction	hmm	3.58
en	fiction	hockey	4.01
en	sciences	hol	2.06
en	redaction_pro	holiday	1.43
en	voyage	holiday	2.04
en	sante	holistic	2.81
en	cinema_series	hollywood	3.17
en	philosophie_religion	holy	3.54
en	images_ia	hom	1.69
en	cuisine	homemad	3.86
en	web	homepag	3.62
en	education	homework	3.60
en	relations_psychologie	honestly	2.16
en	cuisine	honey	2.46
en	voyage	honeymo	4.37
en	education	hong	1.77
en	histoire_societe	hong	1.88
en	voyage	hong	1.88
en	fiction	hood	3.85
en	redaction_pro	hop	2.56
en	maths	horizontal	2.23
en	web	horizontal	1.64
en	sante	hormon	3.02
en	fiction	horribl	3.70
en	fiction	horrifi	4.83
en	cinema_series	horror	1.70
en	fiction	horror	2.77
en	sante	hospital	2.45
en	voyage	hospitality	3.57
en	sante	hospitaliz	3.72
en	programmation	host	1.10
en	web	host	1.12
en	fiction	hostil	3.88
en	programmation	hostnam	3.13
en	cuisine	hot	1.57
en	sciences	hot	1.33
en	voyage	hotel	4.38
en	animaux	hound	4.74
en	fiction	hous	2.20
en	finance	household	1.90
en	web	hover	3.50
en	web	href	5.92
en	images_ia	html	2.16
en	web	html	3.45
en	web	http	3.76
en	fiction	hug	3.28
en	web	huggingfac	2.90
en	fiction	huh	3.35
en	finance	human	1.76
en	histoire_societe	humanity	1.37
en	philosophie_religion	humanity	1.40
en	voyage	humanlik	7.38
en	fiction	humanoid	3.44
en	fiction	humiliat	4.51
en	fiction	humiliati	4.27
en	fiction	humor	3.70
en	fiction	humorou	2.87
en	images_ia	hung	1.79
en	langues_traduction	hungarian	2.86
en	histoire_societe	hungary	3.59
en	cuisine	hungry	1.60
en	fiction	hungry	3.09
en	fiction	hunt	2.53
en	fiction	hurry	3.54
en	fiction	hurt	3.23
en	fiction	husband	3.98
en	donnees_ia	hybrid	1.94
en	sciences	hydrocarb	5.85
en	sciences	hydrogen	6.05
en	images_ia	hyper	2.76
en	donnees_ia	hyperparamet	5.97
en	sante	hypertensi	6.71
en	fiction	hypnotiz	4.01
en	donnees_ia	hypothesi	2.22
en	philosophie_religion	hypothetical	1.50
en	poesie_paroles	iambic	6.55
en	cuisine	ice	1.92
en	sciences	ice	1.44
en	voyage	iceland	4.93
en	images_ia	icon	1.93
en	web	icon	2.72
en	images_ia	iconic	3.03
en	sciences	icy	2.45
en	programmation	ide	3.85
en	images_ia	idea	1.40
en	emploi_carriere	ideal	1.05
en	sciences	ideal	1.01
en	droit	identifi	1.06
en	programmation	identifi	1.07
en	sante	identifi	1.32
en	donnees_ia	identificati	2.15
en	donnees_ia	identify	1.43
en	marketing_business	identify	1.03
en	marketing_business	identity	1.46
en	histoire_societe	ideologi	4.43
en	histoire_societe	ideology	3.80
en	donnees_ia	ids	2.10
en	programmation	ids	2.13
en	programmation	idx	3.17
en	education	ielt	2.72
en	musique	ielt	1.74
en	relations_psychologie	ielt	1.63
en	voyage	ielt	1.06
en	web	ifram	5.15
en	images_ia	ignor	2.74
en	donnees_ia	iii	1.11
en	droit	illegal	1.78
en	fiction	illegal	2.61
en	sante	illnes	3.53
en	cinema_series	illuminati	3.50
en	donnees_ia	illustrat	1.12
en	images_ia	illustrat	1.05
en	maths	illustrat	1.04
en	images_ia	illustrati	5.42
en	donnees_ia	iloc	3.97
en	images_ia	imag	3.87
en	images_ia	imagery	2.12
en	images_ia	imagin	2.55
en	images_ia	imaginati	4.00
en	histoire_societe	imaginativ	1.30
en	images_ia	imaginativ	1.37
en	cinema_series	imdb	3.55
en	web	img	3.58
en	redaction_pro	immediat	1.95
en	sante	immediat	1.39
en	droit	immediately	1.15
en	fiction	immens	3.26
en	fiction	immers	3.66
en	fiction	immoral	4.94
en	sante	immun	4.23
en	histoire_societe	impact	1.03
en	sante	impact	1.63
en	sante	impair	3.83
en	sante	impairment	3.23
en	histoire_societe	imperial	3.72
en	programmation	impl	3.45
en	programmation	implement	1.66
en	donnees_ia	implementati	1.43
en	droit	implementati	1.16
en	programmation	implementati	1.43
en	droit	implicati	2.34
en	philosophie_religion	implicati	1.64
en	sante	implicati	1.03
en	donnees_ia	import	1.65
en	programmation	import	2.46
en	education	importanc	1.29
en	programmation	importerror	3.88
en	droit	impos	2.68
en	philosophie_religion	improbabl	6.53
en	donnees_ia	improv	1.10
en	sante	improv	1.16
en	donnees_ia	improvement	1.02
en	langues_traduction	improvement	1.72
en	philosophie_religion	inaccurat	4.71
en	fiction	inappropriat	3.52
en	finance	inc	1.85
en	voyage	incas	3.94
en	sante	incidenc	4.91
en	droit	incident	1.69
en	sport_nutrition	inclin	3.55
en	education	inclusiv	2.09
en	finance	incom	3.31
en	redaction_pro	inconvenienc	3.76
en	programmation	incorrect	1.31
en	finance	increas	1.02
en	marketing_business	increas	1.02
en	sante	increas	1.67
en	fiction	incredibl	3.52
en	fiction	incredibly	3.80
en	programmation	increment	2.93
en	donnees_ia	inde	1.29
en	programmation	inde	1.71
en	web	inde	1.21
en	histoire_societe	independenc	3.00
en	donnees_ia	independent	1.04
en	histoire_societe	independent	1.39
en	programmation	index	2.67
en	jeux_video	indi	3.24
en	histoire_societe	india	2.56
en	cuisine	indian	1.33
en	histoire_societe	indian	1.50
en	programmation	indic	2.16
en	sante	indicat	1.26
en	donnees_ia	indicator	1.14
en	finance	indicator	2.11
en	droit	indictment	5.48
en	histoire_societe	indigenou	4.03
en	droit	individual	1.38
en	sante	individual	1.63
en	langues_traduction	indo	4.45
en	histoire_societe	indonesia	2.79
en	sante	induc	3.20
en	sport_nutrition	induc	1.61
en	finance	industri	2.21
en	marketing_business	industri	1.71
en	histoire_societe	industrial	2.65
en	emploi_carriere	industry	1.71
en	finance	industry	1.26
en	marketing_business	industry	2.29
en	sante	infecti	4.50
en	sante	infectiou	4.60
en	donnees_ia	inferenc	3.21
en	fiction	infiltrat	4.44
en	maths	infinit	1.50
en	philosophie_religion	infinit	1.53
en	sante	inflammati	6.06
en	sante	inflammatory	5.13
en	finance	inflati	5.45
en	histoire_societe	influenc	1.71
en	marketing_business	influenc	1.39
en	programmation	info	1.72
en	redaction_pro	inform	2.99
en	langues_traduction	informal	2.09
en	redaction_pro	informati	1.02
en	voyage	informati	1.15
en	langues_traduction	informativ	3.22
en	marketing_business	informativ	1.31
en	histoire_societe	infrastructur	1.64
en	marketing_business	infrastructur	1.45
en	droit	infringement	3.77
en	cuisine	ingredient	5.90
en	fiction	inhabit	3.50
en	histoire_societe	inhabitant	1.97
en	sport_nutrition	inhibit	3.61
en	sante	inhibitor	5.73
en	fiction	inhuman	4.78
en	programmation	init	4.03
en	maths	initial	1.69
en	web	initial	1.26
en	programmation	initializ	4.20
en	programmation	initializati	4.76
en	droit	initiativ	1.69
en	education	initiativ	1.26
en	marketing_business	initiativ	1.81
en	programmation	injecti	1.87
en	droit	injur	2.07
en	sante	injuri	2.44
en	droit	injury	1.29
en	sante	injury	3.04
en	sport_nutrition	injury	1.67
en	images_ia	ink	2.86
en	programmation	inlin	1.45
en	web	inlin	2.63
en	sciences	inner	1.40
en	programmation	innerhtml	2.15
en	web	innerhtml	2.61
en	fiction	innocent	3.31
en	donnees_ia	innovati	1.22
en	emploi_carriere	innovati	1.01
en	marketing_business	innovati	1.92
en	marketing_business	innovativ	2.29
en	sciences	inorganic	4.05
en	donnees_ia	input	1.14
en	images_ia	input	1.57
en	programmation	input	1.75
en	redaction_pro	inquir	3.37
en	droit	inquiry	2.29
en	philosophie_religion	inscripti	4.02
en	programmation	insert	1.72
en	programmation	inserti	2.70
en	donnees_ia	insight	1.11
en	marketing_business	insight	1.73
en	sciences	insight	1.11
en	droit	inspecti	1.99
en	redaction_pro	inspecti	2.14
en	animaux	inspector	3.38
en	images_ia	inspir	2.87
en	images_ia	inspirati	1.88
en	marketing_business	instagram	4.74
en	informatique_materiel	install	2.41
en	programmation	install	1.49
en	informatique_materiel	installati	2.09
en	redaction_pro	installati	1.97
en	programmation	instanc	1.72
en	images_ia	instant	2.25
en	web	instant	1.82
en	programmation	instantiat	3.77
en	fiction	instantly	3.63
en	education	institut	1.78
en	sante	institut	1.90
en	droit	instituti	2.14
en	education	instituti	1.58
en	finance	instituti	1.44
en	histoire_societe	instituti	1.31
en	images_ia	instructi	2.41
en	droit	instrument	1.67
en	musique	instrument	3.77
en	musique	instrumental	3.89
en	sante	insulin	4.86
en	fiction	insult	3.56
en	droit	insuranc	1.73
en	finance	insuranc	2.45
en	sante	insuranc	1.80
en	voyage	insuranc	1.05
en	programmation	int	4.32
en	sante	intak	2.51
en	sport_nutrition	intak	3.71
en	programmation	integ	3.75
en	maths	integral	4.70
en	donnees_ia	integrat	1.17
en	marketing_business	integrat	1.51
en	donnees_ia	integrati	1.04
en	marketing_business	integrati	1.68
en	maths	integrati	1.21
en	informatique_materiel	intel	3.76
en	droit	intellectual	1.51
en	philosophie_religion	intellectual	1.62
en	donnees_ia	intelligenc	2.61
en	fiction	intelligent	2.82
en	droit	intend	1.79
en	fiction	intens	3.38
en	fiction	intensely	4.51
en	maths	intensity	1.84
en	sport_nutrition	intensity	2.00
en	droit	intent	1.60
en	droit	intenti	1.85
en	sciences	interact	1.29
en	sciences	interacti	1.52
en	marketing_business	interactiv	1.08
en	maths	intercept	3.60
en	finance	interest	1.37
en	informatique_materiel	interfac	1.28
en	programmation	interfac	1.97
en	images_ia	interior	2.08
en	education	intermediat	1.67
en	voyage	intermittent	3.07
en	emploi_carriere	intern	3.48
en	redaction_pro	internally	2.44
en	droit	international	2.32
en	education	international	1.40
en	finance	international	1.02
en	histoire_societe	international	1.17
en	informatique_materiel	internet	1.40
en	education	internship	2.19
en	emploi_carriere	internship	3.28
en	donnees_ia	interpret	1.66
en	droit	interpret	1.23
en	donnees_ia	interpretati	1.50
en	droit	interpretati	1.31
en	philosophie_religion	interpretati	1.85
en	sciences	interpretati	1.13
en	maths	intersect	2.40
en	maths	interval	2.06
en	programmation	interval	1.56
en	sante	interventi	3.67
en	emploi_carriere	interview	3.56
en	redaction_pro	interview	1.62
en	fiction	intimat	3.62
en	finance	into	1.00
en	langues_traduction	into	1.04
en	images_ia	intricat	3.22
en	fiction	intrigu	3.06
en	education	introducti	1.44
en	marketing_business	introducti	1.20
en	relations_psychologie	introvert	2.71
en	donnees_ia	intrusi	4.27
en	histoire_societe	invad	2.70
en	programmation	invalid	3.74
en	maths	invariant	4.15
en	histoire_societe	invasi	3.12
en	sante	invasiv	3.88
en	cuisine	invent	1.12
en	histoire_societe	invent	1.12
en	jeux_video	invent	1.13
en	histoire_societe	inventi	1.83
en	finance	inventory	1.85
en	marketing_business	inventory	2.07
en	maths	invers	3.54
en	finance	invest	4.98
en	droit	investigat	1.22
en	sante	investigat	1.50
en	droit	investigati	1.20
en	redaction_pro	investigati	1.03
en	sante	investigati	1.58
en	sciences	investigati	1.34
en	finance	investment	5.11
en	finance	investor	4.67
en	redaction_pro	invit	1.74
en	relations_psychologie	invit	1.10
en	redaction_pro	invitati	3.33
en	finance	invoic	1.03
en	redaction_pro	invoic	3.26
en	programmation	invok	3.00
en	droit	involv	1.15
en	programmation	ioexcepti	5.64
en	sciences	ion	4.62
en	sport_nutrition	ion	2.17
en	sciences	ionic	5.19
en	informatique_materiel	ios	2.52
en	programmation	ios	1.66
en	programmation	iostream	7.46
en	donnees_ia	iot	2.46
en	informatique_materiel	iphon	4.84
en	informatique_materiel	ipv4	3.38
en	droit	iran	1.35
en	histoire_societe	iran	2.39
en	sante	iran	1.22
en	histoire_societe	iraq	4.23
en	histoire_societe	ireland	3.00
en	jeux_video	iron	1.29
en	sciences	iron	2.35
en	fiction	ironic	3.74
en	fiction	irony	3.78
en	programmation	isempty	6.35
en	philosophie_religion	islam	4.61
en	philosophie_religion	islamic	3.12
en	histoire_societe	island	1.57
en	voyage	island	2.30
en	fiction	isn	2.44
en	sport_nutrition	isolat	1.85
en	sciences	isotop	5.03
en	histoire_societe	israel	3.89
en	droit	issu	1.66
en	redaction_pro	issu	1.63
en	cuisine	italian	2.31
en	histoire_societe	italian	1.60
en	langues_traduction	italian	2.35
en	histoire_societe	italy	2.61
en	voyage	italy	2.58
en	web	item	1.16
en	programmation	iterat	3.43
en	maths	iterati	1.79
en	programmation	iterati	1.98
en	programmation	iterator	3.58
en	voyage	itinerary	8.72
en	images_ia	ivan	2.80
en	relations_psychologie	jack	1.94
en	musique	jacks	2.52
en	droit	jail	2.21
en	animaux	jam	1.14
en	redaction_pro	jan	1.14
en	fiction	jannet	5.98
en	droit	january	1.23
en	finance	january	1.43
en	redaction_pro	january	1.15
en	histoire_societe	japan	3.16
en	voyage	japan	1.14
en	histoire_societe	japanes	1.37
en	langues_traduction	japanes	2.33
en	programmation	jar	1.66
en	programmation	java	4.69
en	programmation	javascript	3.18
en	web	javascript	1.58
en	musique	jazz	4.82
en	fiction	jealou	4.53
en	philosophie_religion	jesu	5.13
en	images_ia	jetpack	6.00
en	images_ia	jewelry	3.14
en	histoire_societe	jewish	2.53
en	philosophie_religion	jewish	2.41
en	emploi_carriere	job	3.22
en	histoire_societe	joe	1.54
en	redaction_pro	joint	1.38
en	sante	joint	1.89
en	fiction	jok	3.32
en	fiction	joking	5.50
en	fiction	jokingly	6.10
en	voyage	jordan	3.19
en	donnees_ia	journal	1.12
en	sante	journal	1.39
en	sciences	jovian	7.66
en	fiction	joy	2.75
en	web	jpg	2.80
en	web	jquery	4.45
en	programmation	json	3.33
en	philosophie_religion	judaism	4.90
en	droit	judg	3.29
en	philosophie_religion	judg	1.03
en	droit	judgement	2.58
en	droit	judgment	2.46
en	droit	judicial	7.02
en	fiction	judy	4.01
en	cuisine	juic	3.07
en	musique	juic	2.16
en	fiction	juliet	4.01
en	redaction_pro	july	2.16
en	voyage	july	1.18
en	fiction	jump	2.36
en	redaction_pro	jun	1.91
en	voyage	jun	1.25
en	emploi_carriere	junior	1.83
en	sciences	jupit	4.27
en	droit	jurisdicti	5.79
en	droit	jury	5.28
en	finance	just	1.32
en	droit	justic	3.59
en	droit	justificati	2.24
en	web	justify	2.69
en	web	kakashi	4.90
en	informatique_materiel	kali	4.19
en	fiction	kareen	6.14
en	fiction	keen	3.49
en	fiction	keep	1.91
en	sciences	kelvin	4.22
en	fiction	kept	2.78
en	donnees_ia	kera	5.37
en	donnees_ia	kernel	2.52
en	informatique_materiel	kernel	2.02
en	programmation	kernel	1.13
en	jeux_video	ketchum	4.42
en	cuisine	keto	2.72
en	marketing_business	keto	2.75
en	sport_nutrition	keto	2.61
en	philosophie_religion	kevin	2.66
en	programmation	key	1.09
en	informatique_materiel	keyboard	3.66
en	finance	keyword	1.94
en	images_ia	keyword	2.63
en	marketing_business	keyword	1.37
en	cuisine	kfc	4.56
en	fiction	kick	3.43
en	images_ia	kid	2.18
en	fiction	kidnapp	4.20
en	sante	kidney	5.05
en	fiction	kill	2.71
en	education	kindergarten	2.64
en	redaction_pro	kindly	4.48
en	sciences	kinetic	4.75
en	histoire_societe	kingdom	2.18
en	fiction	kis	3.02
en	web	kis	1.42
en	fiction	kiss	3.86
en	sport_nutrition	kit	1.21
en	cuisine	kitchen	2.12
en	animaux	kitten	4.20
en	fiction	kne	3.39
en	sante	kne	1.12
en	fiction	knew	4.51
en	fiction	knight	2.96
en	donnees_ia	knn	4.44
en	fiction	knock	4.37
en	fiction	knut	5.75
en	education	kong	1.60
en	histoire_societe	kong	1.78
en	voyage	kong	1.79
en	histoire_societe	korea	4.35
en	histoire_societe	korean	2.42
en	langues_traduction	korean	2.37
en	programmation	kotlin	5.61
en	programmation	kwarg	4.13
en	sante	lab	1.19
en	sciences	lab	1.44
en	donnees_ia	label	2.33
en	web	label	1.39
en	droit	labor	1.91
en	finance	labor	1.16
en	histoire_societe	labor	1.29
en	sante	laboratory	2.73
en	sciences	laboratory	2.12
en	sante	lack	1.24
en	fiction	lady	2.85
en	voyage	lak	2.18
en	donnees_ia	lambda	1.42
en	programmation	lambda	2.99
en	images_ia	lamborghini	4.46
en	informatique_materiel	lan	2.00
en	relations_psychologie	lana	4.63
en	droit	land	1.07
en	histoire_societe	land	1.63
en	images_ia	landmark	3.08
en	histoire_societe	landscap	1.20
en	images_ia	landscap	2.21
en	marketing_business	landscap	1.10
en	programmation	lang	2.33
en	web	lang	2.34
en	finance	languag	1.59
en	langues_traduction	languag	1.66
en	informatique_materiel	laptop	3.96
en	donnees_ia	larg	1.21
en	animaux	largest	1.83
en	histoire_societe	largest	2.18
en	programmation	lastnam	2.60
en	programmation	lastrow	5.74
en	maths	late	2.73
en	fiction	lately	3.26
en	fiction	later	2.23
en	redaction_pro	latest	1.00
en	histoire_societe	latin	2.01
en	langues_traduction	latin	2.86
en	fiction	laugh	4.31
en	fiction	laught	4.24
en	histoire_societe	launch	1.09
en	jeux_video	launch	1.52
en	marketing_business	launch	1.35
en	droit	law	3.80
en	philosophie_religion	law	1.08
en	sciences	law	1.29
en	droit	lawsuit	5.99
en	droit	lawy	5.07
en	droit	lay	1.30
en	donnees_ia	layer	2.68
en	donnees_ia	layman	3.47
en	web	layout	1.79
en	sport_nutrition	lbs	2.91
en	sport_nutrition	ldl	4.11
en	education	leadership	1.64
en	emploi_carriere	leadership	1.83
en	histoire_societe	leadership	1.22
en	histoire_societe	leagu	1.23
en	jeux_video	leagu	3.14
en	sport_nutrition	lean	1.55
en	donnees_ia	learn	2.16
en	education	learn	1.21
en	fiction	leav	2.44
en	education	lectur	2.64
en	histoire_societe	led	1.88
en	fiction	leftov	3.81
en	fiction	leg	3.53
en	droit	legal	5.20
en	fiction	legality	3.11
en	philosophie_religion	legality	2.52
en	droit	legally	3.91
en	donnees_ia	legend	1.12
en	jeux_video	legend	2.80
en	fiction	legendary	3.06
en	droit	legislati	4.89
en	droit	legislativ	4.53
en	cuisine	lem	3.41
en	donnees_ia	len	1.46
en	images_ia	len	1.04
en	programmation	len	2.32
en	finance	lend	2.83
en	programmation	length	1.82
en	images_ia	leonardo	3.34
en	sante	lesi	3.90
en	education	less	2.32
en	finance	let	1.56
en	emploi_carriere	lett	2.08
en	redaction_pro	lett	2.34
en	sciences	leukean	6.83
en	sante	leukemia	5.63
en	donnees_ia	leverag	1.23
en	finance	leverag	1.07
en	marketing_business	leverag	2.98
en	langues_traduction	lexical	3.39
en	finance	liabiliti	4.51
en	droit	liability	4.81
en	droit	liabl	5.76
en	programmation	lib	4.10
en	histoire_societe	liberal	4.41
en	histoire_societe	liberty	2.73
en	programmation	librari	2.79
en	programmation	library	2.15
en	redaction_pro	licens	1.73
en	fiction	lif	1.98
en	philosophie_religion	lif	1.45
en	images_ia	lifestyl	1.26
en	marketing_business	lifestyl	1.14
en	sante	lifestyl	2.35
en	sport_nutrition	lift	2.29
en	images_ia	light	1.22
en	fiction	lightheart	4.91
en	animaux	lightyear	6.30
en	sante	likely	1.50
en	fiction	liking	3.42
en	web	lilac	3.80
en	sciences	lilacean	7.28
en	relations_psychologie	lillard	5.66
en	fiction	lily	4.95
en	cuisine	lim	2.82
en	donnees_ia	limitati	1.54
en	droit	limitati	1.64
en	fiction	limp	5.37
en	poesie_paroles	lin	1.12
en	programmation	lin	1.41
en	donnees_ia	linear	2.68
en	maths	linear	2.85
en	images_ia	liner	1.37
en	marketing_business	liner	2.68
en	langues_traduction	linguistic	2.71
en	web	link	2.16
en	emploi_carriere	linkedin	5.16
en	marketing_business	linkedin	1.11
en	donnees_ia	linspac	4.16
en	informatique_materiel	linu	5.02
en	fiction	lip	2.69
en	images_ia	lip	1.60
en	sport_nutrition	lipid	5.58
en	cuisine	liquid	1.02
en	sciences	liquid	3.22
en	finance	liquidity	3.79
en	voyage	list	1.10
en	musique	listen	2.39
en	voyage	listing	3.71
en	fiction	literally	3.08
en	langues_traduction	literary	2.38
en	images_ia	literatur	2.70
en	sciences	lithium	4.22
en	droit	litigati	7.26
en	fiction	littl	2.89
en	fiction	liv	2.23
en	fiction	lived	2.91
en	histoire_societe	lived	1.07
en	sante	liver	4.09
en	sport_nutrition	liver	1.88
en	fiction	living	2.30
en	donnees_ia	llm	4.90
en	donnees_ia	load	1.54
en	programmation	load	1.75
en	animaux	loada	7.01
en	finance	loan	3.65
en	cuisine	lobst	4.09
en	donnees_ia	loc	3.51
en	programmation	local	1.26
en	programmation	localhost	2.54
en	web	localhost	2.32
en	histoire_societe	locat	1.26
en	musique	lofi	5.95
en	programmation	log	2.61
en	maths	logarithm	4.83
en	programmation	logg	2.87
en	programmation	logic	1.29
en	web	logic	1.38
en	philosophie_religion	logical	1.73
en	langues_traduction	logically	4.20
en	programmation	login	1.61
en	web	login	2.21
en	donnees_ia	logistic	2.14
en	marketing_business	logistic	2.01
en	images_ia	logo	3.67
en	voyage	lond	2.41
en	fiction	lonely	3.53
en	relations_psychologie	lonely	1.54
en	fiction	long	1.76
en	programmation	longest	1.11
en	programmation	loop	2.74
en	sport_nutrition	loos	2.44
en	histoire_societe	lor	2.14
en	droit	lord	1.38
en	philosophie_religion	lord	1.99
en	donnees_ia	los	1.19
en	sport_nutrition	los	2.52
en	sport_nutrition	losing	1.32
en	finance	loss	2.76
en	fiction	lost	2.72
en	fiction	lot	2.58
en	fiction	loud	2.99
en	musique	loud	1.39
en	fiction	loudly	3.56
en	histoire_societe	loui	3.01
en	fiction	lov	2.73
en	poesie_paroles	lov	1.42
en	fiction	loved	3.64
en	fiction	lovely	3.62
en	animaux	lover	1.18
en	images_ia	lover	2.14
en	fiction	loving	3.98
en	fiction	lovingly	4.32
en	sante	low	1.01
en	sport_nutrition	low	1.17
en	sante	lower	1.32
en	sport_nutrition	lower	1.23
en	images_ia	lowercas	2.75
en	marketing_business	loyalty	2.74
en	donnees_ia	lstm	7.93
en	finance	ltd	2.64
en	redaction_pro	ltd	1.94
en	jeux_video	lua	2.73
