# Vocabulaire des themes appris sur le corpus (corpus.ApprendreThemes) : ne pas modifier a la main.
# langue	theme	racine	poids
en	cinema_series	seri	3.26
en	programmation	serial	1.71
en	programmation	serializ	3.45
en	web	serif	4.88
en	fiction	seriou	2.74
en	sante	seriou	1.01
en	fiction	seriously	3.47
en	sante	serum	3.60
en	sport_nutrition	serum	2.47
en	programmation	serv	1.01
en	fiction	servant	3.50
en	marketing_business	servic	1.94
en	redaction_pro	sessi	1.21
en	informatique_materiel	setting	1.22
en	droit	settl	1.43
en	histoire_societe	settl	1.28
en	droit	settlement	2.79
en	histoire_societe	settlement	2.13
en	informatique_materiel	setup	1.07
en	programmation	setup	1.52
en	histoire_societe	seven	1.01
en	sante	sever	3.06
en	sante	severity	3.34
en	philosophie_religion	sex	1.59
en	relations_psychologie	sex	1.34
en	droit	sexual	1.62
en	fiction	sexual	2.96
en	fiction	sexy	2.96
en	images_ia	shad	1.49
en	web	shadow	1.83
en	cuisine	shak	1.51
en	fiction	shak	3.64
en	poesie_paroles	shakespear	3.89
en	poesie_paroles	shakespearean	4.24
en	droit	shall	2.67
en	redaction_pro	shall	1.85
en	philosophie_religion	shang	3.29
en	donnees_ia	shap	1.39
en	redaction_pro	shar	1.20
en	droit	sharehold	2.43
en	finance	sharehold	3.89
en	animaux	shark	3.01
en	images_ia	sharp	1.67
en	fiction	shatter	3.89
en	fiction	she	3.42
en	images_ia	sheer	3.77
en	images_ia	sheet	1.81
en	informatique_materiel	shell	1.03
en	programmation	shell	1.31
en	sciences	shell	1.01
en	histoire_societe	shikai	6.50
en	redaction_pro	shipment	4.01
en	marketing_business	shipp	1.81
en	redaction_pro	shipp	2.39
en	images_ia	shirt	3.91
en	fiction	sho	3.72
en	fiction	shock	3.25
en	histoire_societe	shogunat	6.58
en	fiction	shoot	3.06
en	images_ia	shop	2.78
en	marketing_business	shop	1.33
en	marketing_business	shopify	4.06
en	cuisine	shopp	1.67
en	marketing_business	shopp	1.56
en	voyage	shopp	1.38
en	images_ia	short	1.01
en	programmation	shortest	2.11
en	images_ia	shot	1.33
en	fiction	shout	3.15
en	fiction	shov	5.79
en	cinema_series	show	2.68
en	images_ia	showcas	1.18
en	cuisine	shrimp	4.07
en	donnees_ia	shuffl	3.01
en	fiction	shut	3.03
en	fiction	shy	6.49
en	fiction	shynes	4.01
en	fiction	sigh	5.10
en	fiction	sight	3.51
en	voyage	sight	1.07
en	donnees_ia	sigmoid	4.78
en	finance	sign	2.68
en	donnees_ia	signal	2.12
en	musique	signatur	1.17
en	redaction_pro	signatur	1.88
en	histoire_societe	significanc	1.79
en	philosophie_religion	significanc	1.63
en	sante	significanc	1.02
en	sciences	significanc	1.26
en	histoire_societe	significant	1.24
en	sante	significant	1.99
en	donnees_ia	significantly	1.61
en	sante	significantly	2.32
en	fiction	silenc	3.42
en	images_ia	silhou	3.63
en	sciences	silic	3.69
en	sciences	silica	4.16
en	sciences	silicat	6.45
en	sciences	silicatian	6.56
en	sciences	silicatic	6.83
en	sciences	silicon	3.96
en	sciences	siliconelian	6.56
en	sciences	siloxan	6.45
en	cinema_series	similariti	1.74
en	histoire_societe	similariti	1.72
en	donnees_ia	similarity	2.96
en	images_ia	simplicity	2.43
en	langues_traduction	simplifi	2.74
en	marketing_business	simplifi	1.57
en	maths	simplifi	1.46
en	maths	simplify	2.52
en	philosophie_religion	simply	1.89
en	donnees_ia	simulati	1.17
en	sciences	simulati	1.94
en	jeux_video	simulator	2.68
en	donnees_ia	simultaneously	1.37
en	maths	sin	3.49
en	philosophie_religion	sin	1.96
en	emploi_carriere	sincerely	1.58
en	redaction_pro	sincerely	3.60
en	musique	sing	3.02
en	histoire_societe	singapor	2.59
en	voyage	singapor	2.11
en	langues_traduction	singl	1.01
en	langues_traduction	singular	2.52
en	fiction	sinist	3.59
en	redaction_pro	sir	2.94
en	images_ia	siren	2.29
en	fiction	sist	3.54
en	web	sit	1.10
en	fiction	sitt	3.05
en	fiction	situati	2.19
en	donnees_ia	siz	1.24
en	programmation	siz	1.12
en	programmation	sizeof	6.89
en	images_ia	skat	5.25
en	images_ia	sketch	1.61
en	philosophie_religion	sketch	2.13
en	droit	skf	4.21
en	fiction	ski	3.06
en	education	skill	1.27
en	emploi_carriere	skill	2.33
en	fiction	skimpy	5.62
en	fiction	skin	2.57
en	fiction	skinn	3.78
en	programmation	skip	1.75
en	fiction	skirt	3.78
en	donnees_ia	sklearn	5.90
en	fiction	skull	3.50
en	fiction	sky	2.76
en	histoire_societe	slav	1.97
en	histoire_societe	slavery	3.72
en	histoire_societe	slavic	3.45
en	sante	sleep	2.53
en	images_ia	sleev	2.35
en	fiction	slend	4.26
en	cuisine	slic	2.42
en	programmation	slic	1.55
en	fiction	slightly	3.11
en	fiction	slim	3.22
en	animaux	slinky	6.35
en	fiction	slipp	3.67
en	marketing_business	slogan	2.29
en	maths	slop	3.44
en	fiction	sloppy	4.75
en	programmation	slot	1.10
en	redaction_pro	slot	1.78
en	fiction	slowly	4.24
en	fiction	sludg	5.39
en	sciences	smallest	1.78
en	fiction	smell	2.86
en	fiction	smelly	5.85
en	fiction	smil	3.09
en	images_ia	smil	1.09
en	fiction	smirk	6.47
en	sante	smok	2.22
en	cuisine	snack	2.10
en	sport_nutrition	snack	3.11
en	programmation	snak	1.14
en	fiction	snappy	4.36
en	jeux_video	sne	4.42
en	fiction	sneak	3.81
en	fiction	sniff	3.97
en	programmation	snippet	3.14
en	donnees_ia	sns	4.72
en	poesie_paroles	socc	2.61
en	marketing_business	social	2.54
en	histoire_societe	socialism	4.11
en	histoire_societe	socialist	4.99
en	histoire_societe	societi	3.29
en	droit	society	1.15
en	histoire_societe	society	1.94
en	philosophie_religion	society	1.44
en	informatique_materiel	socket	2.02
en	programmation	socket	2.41
en	cuisine	soda	3.50
en	sciences	sodium	2.55
en	sport_nutrition	sodium	3.98
en	fiction	softly	3.66
en	donnees_ia	softma	5.84
en	emploi_carriere	softwar	1.62
en	informatique_materiel	softwar	1.41
en	marketing_business	softwar	1.03
en	histoire_societe	solar	1.02
en	sciences	solar	3.38
en	finance	sold	1.72
en	marketing_business	sold	1.72
en	animaux	soldi	1.38
en	fiction	soldi	2.86
en	histoire_societe	soldi	1.00
en	sciences	solid	1.70
en	web	solid	1.95
en	programmation	solidity	3.88
en	musique	solo	2.36
en	voyage	solo	2.30
en	sciences	solubl	3.95
en	maths	soluti	1.78
en	maths	solv	2.95
en	sciences	solvent	3.96
en	fiction	sombra	5.87
en	fiction	somehow	3.16
en	fiction	someon	2.05
en	fiction	someth	2.40
en	fiction	sometim	2.33
en	fiction	somewhat	2.97
en	fiction	somewher	2.83
en	fiction	son	2.65
en	musique	song	5.11
en	jeux_video	sonic	1.20
en	web	sonic	2.77
en	poesie_paroles	sonnet	8.60
en	cinema_series	sony	3.37
en	jeux_video	sony	2.28
en	redaction_pro	soon	1.99
en	sciences	soot	5.95
en	relations_psychologie	sophomor	5.10
en	fiction	sorry	2.66
en	redaction_pro	sorry	1.60
en	programmation	sort	1.61
en	fiction	soul	2.66
en	philosophie_religion	soul	1.88
en	musique	sound	1.87
en	musique	soundtrack	4.21
en	cuisine	soup	3.97
en	cuisine	sour	3.46
en	histoire_societe	south	3.54
en	histoire_societe	southeast	4.24
en	histoire_societe	southern	3.09
en	histoire_societe	sovereign	4.03
en	histoire_societe	soviet	4.40
en	cuisine	soy	4.00
en	fiction	spaceship	3.52
en	web	spad	3.05
en	cuisine	spaghetti	3.20
en	histoire_societe	spain	2.85
en	voyage	spain	1.81
en	redaction_pro	spam	2.99
en	web	span	2.77
en	histoire_societe	spanish	1.10
en	langues_traduction	spanish	3.25
en	images_ia	spars	3.45
en	donnees_ia	spatial	3.51
en	jeux_video	spawn	2.50
en	programmation	spawn	1.53
en	finance	speak	2.28
en	animaux	speci	1.26
en	philosophie_religion	speci	1.24
en	sciences	speci	1.93
en	droit	special	1.06
en	emploi_carriere	specialist	2.85
en	marketing_business	specialist	1.45
en	emploi_carriere	specializ	1.11
en	marketing_business	specializ	1.40
en	droit	specifi	1.09
en	programmation	specifi	2.20
en	images_ia	specific	1.81
en	droit	specifically	1.06
en	emploi_carriere	specificati	1.41
en	informatique_materiel	specificati	2.05
en	programmation	specify	1.33
en	fiction	spectator	4.27
en	sciences	spectroscopy	6.91
en	sante	spectrum	1.92
en	sciences	spectrum	2.34
en	voyage	speed	1.00
en	finance	spell	3.16
en	langues_traduction	spell	1.48
en	voyage	spend	1.00
en	histoire_societe	spher	1.76
en	maths	spher	2.18
en	cuisine	spic	4.34
en	cuisine	spicy	4.30
en	cinema_series	spid	1.45
en	fiction	spid	2.91
en	fiction	spill	4.11
en	sciences	spin	1.87
en	cuisine	spinach	7.14
en	sante	spinal	3.22
en	fiction	spirit	2.67
en	philosophie_religion	spirit	1.54
en	philosophie_religion	spiritual	2.95
en	donnees_ia	split	1.67
en	programmation	split	1.54
en	cuisine	spo	3.54
en	langues_traduction	spoken	1.68
en	cinema_series	spongebob	2.83
en	philosophie_religion	spongebob	2.09
en	fiction	sport	2.47
en	voyage	spot	1.37
en	musique	spotify	5.59
en	fiction	spott	3.81
en	philosophie_religion	spous	2.72
en	sciences	spq	6.66
en	histoire_societe	spread	1.50
en	voyage	spring	1.21
en	programmation	springframework	4.21
en	sciences	springian	6.98
en	fiction	spy	3.18
en	programmation	sql	5.06
en	programmation	sqlalchemy	4.08
en	programmation	sqlit	4.66
en	maths	sqrt	3.63
en	maths	squar	2.70
en	cinema_series	squarepant	3.02
en	sport_nutrition	squat	4.15
en	programmation	src	1.77
en	web	src	3.09
en	informatique_materiel	ssd	4.63
en	programmation	ssh	2.13
en	sciences	stability	1.77
en	sport_nutrition	stability	1.48
en	images_ia	stabl	3.90
en	programmation	stack	2.14
en	fiction	stacy	5.46
en	droit	staff	1.30
en	emploi_carriere	staff	1.24
en	redaction_pro	staff	1.98
en	cuisine	stainles	3.60
en	finance	stak	2.55
en	droit	stakehold	1.52
en	emploi_carriere	stakehold	1.38
en	marketing_business	stakehold	2.32
en	histoire_societe	stalin	5.10
en	marketing_business	stan	4.58
en	fiction	stand	2.82
en	droit	standard	1.15
en	maths	standard	1.68
en	poesie_paroles	stanza	5.09
en	cinema_series	star	1.29
en	sciences	star	1.79
en	images_ia	starbuck	3.22
en	fiction	startl	4.08
en	programmation	startswith	4.21
en	marketing_business	startup	4.07
en	droit	stat	1.68
en	histoire_societe	stat	1.53
en	droit	statement	1.21
en	musique	stati	1.02
en	voyage	stati	1.56
en	programmation	static	2.98
en	donnees_ia	statistic	2.46
en	donnees_ia	statistical	3.91
en	programmation	statu	1.28
en	redaction_pro	statu	1.13
en	droit	statut	5.57
en	droit	statutory	4.42
en	fiction	stay	2.23
en	voyage	stay	1.53
en	programmation	std	4.36
en	programmation	stdc	5.78
en	programmation	stdin	4.91
en	programmation	stdio	5.61
en	programmation	stdlib	5.23
en	programmation	stdout	3.81
en	maths	steady	2.04
en	cuisine	steak	4.80
en	fiction	steal	3.26
en	cuisine	steam	1.29
en	jeux_video	steam	4.60
en	animaux	steel	1.48
en	cuisine	steel	2.05
en	sciences	stellar	3.51
en	sante	stem	2.42
en	fiction	stephen	3.24
en	fiction	stern	4.53
en	cuisine	stick	1.12
en	marketing_business	stick	1.07
en	fiction	still	1.96
en	sante	stimulat	2.17
en	droit	stipulat	3.92
en	cuisine	stir	3.27
en	finance	stock	2.71
en	images_ia	stock	1.72
en	fiction	stocking	4.48
en	philosophie_religion	stoic	2.89
en	philosophie_religion	stoicism	5.94
en	fiction	stolen	3.68
en	sante	stomach	1.81
en	fiction	stood	3.78
en	finance	stop	2.47
en	marketing_business	stor	2.14
en	informatique_materiel	storag	1.07
en	fiction	stori	2.83
en	fiction	story	4.60
en	fiction	storylin	3.43
en	voyage	storytell	1.98
en	cuisine	stov	5.08
en	programmation	str	4.03
en	sciences	strain	1.72
en	fiction	strang	3.44
en	fiction	strangely	4.29
en	marketing_business	strategi	3.25
en	marketing_business	strategic	3.33
en	marketing_business	strategy	2.66
en	cuisine	strawberry	4.08
en	jeux_video	stream	1.60
en	programmation	stream	1.35
en	marketing_business	streamlin	2.85
en	web	streamlin	1.81
en	fiction	street	2.36
en	sport_nutrition	strength	1.21
en	histoire_societe	strengthen	1.97
en	relations_psychologie	stres	1.07
en	sante	stres	2.63
en	sport_nutrition	stretch	1.87
en	droit	strict	2.09
en	philosophie_religion	strik	1.31
en	programmation	string	3.00
en	programmation	stringify	3.78
en	animaux	strip	1.14
en	images_ia	strip	1.26
en	fiction	striv	2.98
en	programmation	strlen	4.64
en	sante	strok	1.71
en	web	strok	1.38
en	fiction	stroll	4.83
en	philosophie_religion	strongest	2.15
en	programmation	struct	4.93
en	langues_traduction	structur	1.23
en	sciences	structur	1.12
en	sport_nutrition	structural	2.41
en	fiction	struggl	3.02
en	fiction	stubborn	3.68
en	education	student	3.92
en	sante	studi	2.08
en	cinema_series	studio	2.06
en	informatique_materiel	studio	1.01
en	jeux_video	studio	1.81
en	education	study	1.75
en	sante	study	1.61
en	fiction	stumbl	4.84
en	images_ia	stunn	2.49
en	fiction	stunt	4.36
en	finance	styl	1.15
en	images_ia	styl	1.53
en	voyage	styl	1.33
en	web	stylesheet	6.78
en	images_ia	stylish	3.83
en	images_ia	styliz	3.76
en	programmation	sub	1.56
en	musique	subgenr	4.72
en	marketing_business	subheading	2.63
en	droit	subject	1.18
en	education	subject	1.26
en	redaction_pro	subject	1.28
en	redaction_pro	submissi	2.06
en	redaction_pro	submit	2.39
en	web	submit	1.83
en	droit	submitt	1.26
en	redaction_pro	submitt	3.36
en	donnees_ia	subplot	3.45
en	programmation	subproces	3.95
en	histoire_societe	subsequent	1.57
en	donnees_ia	subset	2.56
en	sante	substanc	1.83
en	sciences	substanc	3.16
en	droit	substantial	2.29
en	sante	substantial	2.59
en	cuisine	substitut	2.33
en	maths	substituti	3.07
en	programmation	substr	5.66
en	langues_traduction	substrat	3.66
en	sciences	substrat	3.06
en	langues_traduction	subtitl	1.64
en	web	subtitl	2.86
en	images_ia	subway	5.69
en	marketing_business	succes	1.76
en	marketing_business	successful	1.38
en	sciences	sudarsky	4.80
en	fiction	sudden	3.50
en	fiction	suddenly	4.47
en	droit	sued	4.04
en	sante	suff	1.82
en	droit	suffer	1.20
en	sante	suffer	2.06
en	images_ia	suffi	5.10
en	droit	sufficient	2.02
en	fiction	suffocat	4.27
en	cuisine	sugar	3.41
en	sante	sugar	1.62
en	sport_nutrition	sugar	2.52
en	fiction	suit	2.28
en	sciences	sulfid	7.28
en	sciences	sulfur	6.01
en	sciences	sulfurian	6.56
en	sciences	sulfuric	5.72
en	fiction	sultry	4.27
en	maths	sum	1.70
en	programmation	sum	2.10
en	voyage	summ	1.20
en	web	summariz	1.07
en	emploi_carriere	summary	1.40
en	philosophie_religion	sun	1.37
en	sciences	sun	1.08
en	redaction_pro	sunday	1.88
en	musique	sung	3.17
en	images_ia	sunny	2.10
en	images_ia	sunris	3.12
en	images_ia	sunset	3.41
en	cinema_series	super	1.07
en	jeux_video	super	1.39
en	cinema_series	superhero	2.03
en	donnees_ia	supervis	3.31
en	droit	supervisi	2.18
en	emploi_carriere	supervisor	2.45
en	redaction_pro	supervisor	2.11
en	sport_nutrition	supplement	3.91
en	droit	suppli	1.30
en	marketing_business	suppli	1.89
en	redaction_pro	suppli	1.23
en	finance	supply	1.56
en	marketing_business	supply	1.87
en	redaction_pro	support	1.22
en	maths	suppos	1.44
en	droit	suprem	4.13
en	images_ia	surf	4.91
en	maths	surfac	2.10
en	sciences	surfac	2.47
en	sante	surgery	3.27
en	sante	surgical	4.37
en	fiction	surpris	3.22
en	fiction	surprisingly	4.03
en	images_ia	surreal	2.74
en	images_ia	surrealism	6.51
en	fiction	surrounding	3.27
en	droit	surveillanc	2.41
en	donnees_ia	survey	1.68
en	marketing_business	survey	1.03
en	redaction_pro	survey	1.31
en	fiction	surviv	2.72
en	histoire_societe	surviv	1.29
en	sante	survival	1.72
en	droit	suspect	1.62
en	fiction	suspens	4.18
en	fiction	suspenseful	5.82
en	sante	sustain	1.95
en	finance	sustainability	1.78
en	marketing_business	sustainability	1.83
en	finance	sustainabl	1.28
en	marketing_business	sustainabl	2.01
en	web	svg	3.33
en	donnees_ia	svm	5.96
en	fiction	swallow	3.64
en	programmation	swap	1.11
en	web	swap	1.36
en	fiction	swear	3.22
en	fiction	sweaty	4.96
en	histoire_societe	sweden	2.87
en	cuisine	sweet	2.29
en	programmation	swift	1.32
en	informatique_materiel	switch	1.30
en	jeux_video	switch	1.15
en	histoire_societe	switzerland	2.89
en	images_ia	swoosh	5.50
en	fiction	sword	2.99
en	poesie_paroles	syllabl	5.48
en	programmation	symbol	1.05
en	musique	symphony	3.29
en	sante	symptom	5.84
en	programmation	sync	2.56
en	sante	syndrom	4.20
en	cinema_series	synopsi	1.92
en	programmation	synta	2.74
en	programmation	syntaxerror	4.52
en	musique	synth	3.28
en	sciences	synthesi	2.75
en	sport_nutrition	synthesi	2.86
en	sciences	synthesiz	2.84
en	images_ia	synthwav	6.42
en	histoire_societe	syria	3.60
en	programmation	sys	4.72
en	donnees_ia	systematic	2.77
en	droit	systematic	1.83
en	sante	systematic	2.20
en	sante	systemic	4.62
en	informatique_materiel	tab	1.14
en	programmation	tab	1.16
en	web	tab	1.72
en	programmation	tablenam	5.64
en	cuisine	tablespo	6.76
en	informatique_materiel	tablet	2.54
en	philosophie_religion	taboo	3.19
en	fiction	tackl	3.17
en	cuisine	taco	3.05
en	marketing_business	tactic	2.24
en	web	tag	2.82
en	emploi_carriere	tailor	1.40
en	marketing_business	tailor	2.69
en	web	tailwind	6.90
en	histoire_societe	taiwan	4.63
en	droit	taken	1.16
en	finance	taking	2.51
en	fiction	tal	3.19
en	emploi_carriere	talent	1.72
en	fiction	talk	2.76
en	fiction	tall	3.58
en	maths	tan	2.79
en	histoire_societe	tang	3.38
en	maths	tangent	5.19
en	programmation	tar	2.40
en	finance	target	2.42
en	marketing_business	target	1.28
en	donnees_ia	task	1.07
en	cuisine	tast	2.96
en	cuisine	tasty	4.07
en	education	taught	1.67
en	philosophie_religion	taught	1.76
en	fiction	taunt	4.75
en	finance	tax	4.73
en	poesie_paroles	tay	5.28
en	cinema_series	taylor	1.77
en	maths	taylor	1.66
en	informatique_materiel	tcp	3.07
en	programmation	tcp	1.50
en	cuisine	tea	2.08
en	web	tea	1.08
en	education	teach	3.78
en	philosophie_religion	teaching	4.71
en	redaction_pro	team	1.90
en	fiction	teammat	4.60
en	fiction	tear	3.64
en	fiction	teas	4.61
en	marketing_business	tech	1.68
en	donnees_ia	technical	1.44
en	emploi_carriere	technical	1.69
en	redaction_pro	technical	1.58
en	emploi_carriere	technician	2.92
en	donnees_ia	techniqu	2.07
en	musique	techno	3.00
en	donnees_ia	technologi	1.26
en	marketing_business	technologi	1.90
en	sciences	technologi	1.03
en	histoire_societe	technological	1.93
en	marketing_business	technological	1.33
en	education	technology	1.05
en	marketing_business	technology	1.04
en	images_ia	tee	5.89
en	fiction	teen	3.26
en	fiction	teenag	3.13
en	programmation	telegram	2.50
en	redaction_pro	telephon	2.31
en	cinema_series	televisi	2.38
en	fiction	tell	2.00
en	programmation	temp	2.77
en	cuisine	temperatur	1.49
en	maths	temperatur	1.90
en	sciences	temperatur	2.47
en	philosophie_religion	templ	2.61
en	redaction_pro	templat	1.01
en	web	templat	1.99
en	musique	tempo	3.67
en	donnees_ia	temporal	3.24
en	droit	tenant	4.00
en	droit	tenni	2.49
en	langues_traduction	tens	1.83
en	histoire_societe	tensi	1.77
en	donnees_ia	tensor	3.88
en	donnees_ia	tensorflow	4.87
en	informatique_materiel	terminal	2.17
en	programmation	terminal	1.59
en	droit	terminat	3.04
en	programmation	terminat	1.75
en	droit	terminati	2.77
en	sciences	terrestrial	3.69
en	fiction	terribl	3.58
en	fiction	terrifi	4.66
en	fiction	terrify	4.62
en	histoire_societe	territori	4.53
en	histoire_societe	territory	2.89
en	donnees_ia	test	1.63
en	philosophie_religion	testament	3.57
en	droit	testimony	3.39
en	langues_traduction	text	1.40
en	web	textarea	3.89
en	cuisine	textur	1.43
en	images_ia	textur	1.98
en	voyage	thailand	2.71
en	redaction_pro	thank	3.08
en	fiction	thankfully	4.48
en	cinema_series	theat	2.42
en	droit	theft	2.80
en	relations_psychologie	thematic	2.88
en	fiction	themselv	2.89
en	philosophie_religion	theological	7.27
en	maths	theorem	8.75
en	langues_traduction	theoretical	2.39
en	sciences	theoretical	1.91
en	education	theori	1.00
en	histoire_societe	theori	1.46
en	langues_traduction	theori	1.08
en	philosophie_religion	theori	1.42
en	sciences	theori	1.58
en	musique	theory	1.04
en	sciences	theory	2.37
en	sante	therapeutic	4.89
en	sante	therapi	7.06
en	sante	therapy	5.30
en	droit	therefor	1.39
en	redaction_pro	therefor	1.42
en	sante	therefor	1.08
en	sciences	thermal	3.69
en	sciences	thermodynamic	6.21
en	donnees_ia	thesi	1.98
en	education	thesi	1.72
en	fiction	they	1.95
en	fiction	thick	4.28
en	fiction	thief	4.69
en	fiction	thigh	3.52
en	fiction	thing	2.30
en	fiction	think	1.78
en	droit	thirty	2.76
en	programmation	thisworkbook	5.94
en	sciences	tholin	7.11
en	sciences	tholinic	6.98
en	relations_psychologie	thoma	2.40
en	fiction	though	2.83
en	fiction	thought	2.76
en	programmation	thread	2.50
en	donnees_ia	threat	1.64
en	droit	threat	2.00
en	histoire_societe	threat	1.26
en	droit	threaten	1.90
en	donnees_ia	threshold	2.36
en	programmation	threshold	1.25
en	fiction	thrill	3.53
en	emploi_carriere	thriv	2.16
en	fiction	thron	3.62
en	histoire_societe	throughout	1.31
en	programmation	throw	1.53
en	programmation	thrown	1.17
en	droit	thu	1.08
en	sciences	thu	1.18
en	philosophie_religion	thund	2.52
en	redaction_pro	thursday	3.70
en	sante	thyroid	5.42
en	histoire_societe	tibet	5.67
en	redaction_pro	ticket	1.86
en	voyage	ticket	2.43
en	fiction	tickl	6.14
en	fiction	ticklish	5.50
en	fiction	tied	3.56
en	animaux	tiger	2.69
en	fiction	tight	2.71
en	fiction	tightly	3.24
en	marketing_business	tiktok	4.49
en	redaction_pro	till	1.83
en	images_ia	timeles	4.71
en	histoire_societe	timelin	2.52
en	redaction_pro	timely	2.82
en	programmation	timeout	3.77
en	programmation	timer	2.52
en	programmation	timestamp	3.03
en	fiction	timid	5.46
en	animaux	tin	3.32
en	fiction	tiny	2.97
en	relations_psychologie	tiny	1.17
en	marketing_business	tip	2.52
en	fiction	tired	3.03
en	sante	tissu	3.60
en	sport_nutrition	tissu	2.37
en	sciences	titanium	4.80
en	images_ia	titl	1.31
en	marketing_business	titl	1.19
en	web	titl	1.13
en	programmation	tmp	4.09
en	cuisine	toast	3.41
en	redaction_pro	today	1.40
en	programmation	todo	2.90
en	fiction	toe	3.82
en	cuisine	tofu	5.26
en	fiction	togeth	2.16
en	web	toggl	2.70
en	donnees_ia	token	1.32
en	programmation	token	2.12
en	donnees_ia	tokeniz	3.08
en	voyage	tokyo	3.29
en	fiction	told	3.33
en	programmation	tolist	2.92
en	cinema_series	tom	1.28
en	cuisine	tomato	5.52
en	redaction_pro	tomorrow	2.76
en	langues_traduction	ton	1.24
en	marketing_business	ton	1.49
en	fiction	tongu	3.09
en	cuisine	tonight	1.64
en	fiction	too	2.39
en	fiction	took	2.55
en	marketing_business	tool	1.38
en	education	topic	1.77
en	cuisine	topp	3.54
en	cuisine	topping	3.92
en	philosophie_religion	torah	4.33
en	donnees_ia	torch	3.39
en	web	torqu	4.54
en	fiction	torso	5.65
en	droit	tort	5.00
en	fiction	tortur	4.06
en	maths	toss	3.57
en	programmation	tostr	6.21
en	finance	total	1.55
en	maths	total	1.02
en	histoire_societe	totalitarian	5.07
en	fiction	touch	2.25
en	fiction	tough	2.95
en	voyage	tour	3.81
en	voyage	tourism	4.29
en	voyage	tourist	5.20
en	fiction	tournament	3.72
en	fiction	tower	2.56
en	fiction	town	2.92
en	sante	toxicity	4.40
en	animaux	toy	1.53
en	programmation	traceback	4.46
en	musique	track	1.61
en	finance	trad	4.03
en	histoire_societe	traditi	1.71
en	philosophie_religion	traditi	2.83
en	cuisine	traditional	1.22
en	droit	traffic	1.64
en	marketing_business	traffic	1.35
en	fiction	tragic	4.34
en	cinema_series	trail	1.87
en	voyage	trail	1.15
en	donnees_ia	train	2.58
en	philosophie_religion	trait	1.77
en	voyage	tram	4.37
en	musique	tranc	2.79
en	droit	transacti	1.09
en	finance	transacti	2.48
en	redaction_pro	transacti	1.09
en	langues_traduction	transcripti	3.26
en	droit	transf	1.35
en	finance	transf	1.18
en	redaction_pro	transf	1.05
en	droit	transferr	1.44
en	sciences	transferr	1.57
en	donnees_ia	transform	1.84
en	voyage	transit	3.84
en	langues_traduction	transiti	2.47
en	sciences	transiti	1.71
en	voyage	transitional	3.87
en	langues_traduction	translat	4.85
en	droit	translati	1.41
en	langues_traduction	translati	4.51
en	animaux	translator	2.03
en	langues_traduction	translator	5.04
en	sante	transmissi	2.54
en	web	transparent	2.14
en	sport_nutrition	transport	1.37
en	voyage	transport	1.32
en	droit	transportati	1.49
en	emploi_carriere	transportati	1.35
en	voyage	transportati	2.71
en	fiction	trapp	4.07
en	sante	trauma	3.16
en	sante	traumatic	2.98
en	voyage	travel	4.49
en	voyage	travell	2.55
en	finance	treasury	4.27
en	sante	treat	2.13
en	sante	treatment	4.13
en	histoire_societe	treaty	4.24
en	fiction	trembl	3.71
en	marketing_business	trend	2.37
en	images_ia	trendy	4.34
en	fiction	tri	3.82
en	droit	trial	3.11
en	sante	trial	1.53
en	maths	triangl	2.70
en	histoire_societe	trib	2.71
en	programmation	trigg	1.36
en	sante	trigg	1.04
en	programmation	trim	2.49
en	voyage	trip	4.47
en	animaux	trixi	4.62
en	histoire_societe	troop	2.96
en	programmation	tru	1.67
en	droit	trump	4.67
en	poesie_paroles	trump	1.97
en	musique	trumpet	3.96
en	programmation	truncat	2.64
en	droit	trust	1.05
en	fiction	truth	2.63
en	philosophie_religion	truth	1.69
en	finance	try	1.84
en	langues_traduction	trypillia	6.38
en	images_ia	tshirt	5.27
en	sciences	tub	1.60
en	fiction	tuck	5.37
en	redaction_pro	tuesday	3.22
en	fiction	tumbl	3.65
en	sante	tumor	4.70
en	donnees_ia	tun	1.36
en	musique	tun	2.29
en	cuisine	tuna	4.43
en	fiction	tunic	4.52
en	donnees_ia	tuning	3.65
en	musique	tuning	1.99
en	programmation	tupl	4.43
en	cuisine	turkey	1.94
en	histoire_societe	turkey	3.05
en	langues_traduction	turkish	3.08
en	fiction	turn	2.43
en	education	tutor	2.39
en	maths	tutor	1.80
en	droit	twenty	1.62
en	fiction	twin	3.05
en	fiction	twist	3.87
en	jeux_video	twitch	3.04
en	images_ia	twitt	1.28
en	marketing_business	twitt	2.12
en	programmation	txt	3.77
en	programmation	typ	1.15
en	programmation	typedef	4.84
en	programmation	typeerror	3.90
en	programmation	typeof	5.82
en	programmation	typescript	5.23
en	philosophie_religion	typical	1.41
en	sante	typically	1.37
en	sciences	typically	1.02
en	images_ia	typography	4.08
en	informatique_materiel	ubuntu	4.48
en	fiction	ugh	3.90
en	programmation	uint8	3.30
en	histoire_societe	ukrain	4.23
en	histoire_societe	ukrainian	2.53
en	langues_traduction	ukrainian	2.76
en	sante	ulcer	4.98
en	philosophie_religion	ultimat	1.49
en	images_ia	ultra	3.90
en	redaction_pro	unabl	1.11
en	donnees_ia	unauthoriz	3.64
en	fiction	unawar	3.65
en	fiction	unbeknownst	4.62
en	fiction	unborn	4.40
en	programmation	uncaught	3.03
en	fiction	uncl	3.54
en	fiction	uncomfortabl	3.24
en	fiction	unconsciou	3.61
en	fiction	undead	3.78
en	programmation	undefin	3.50
